iter	BrierScore	Logloss
72	0.03381021649	0.1306632994
73	0.03379383583	0.1305819224
74	0.0337852285	0.1305589746
75	0.03377356452	0.1305162622
76	0.03376569475	0.1304865029
77	0.03375350654	0.130439071
78	0.0337395998	0.1303982315
79	0.03373203345	0.1303763208
80	0.03370492276	0.1303061697
81	0.03370118105	0.130285654
82	0.03369439316	0.130266492
83	0.03368217867	0.1302277504
84	0.03367159098	0.1301877974
85	0.03366565125	0.130165566
86	0.03364071787	0.1300852017
87	0.03362917592	0.1300435328
88	0.033620693	0.1300131908
89	0.03360539032	0.1299596613
90	0.03358939521	0.1299060754
91	0.03357720132	0.1298599763
92	0.03356634202	0.1298008726
93	0.03354249215	0.1296703953
94	0.03352869057	0.1296321903
95	0.03351734028	0.1295794169
96	0.03350995885	0.1295523239
97	0.03349929198	0.1295157492
98	0.03349160302	0.1294940388
99	0.03348738879	0.1294804192
100	0.03347198056	0.1294237586
101	0.03346140962	0.1293807397
102	0.03344791123	0.1293372953
103	0.03343159232	0.1292798158
104	0.03342209005	0.1292515728
105	0.03341136863	0.1292100872
106	0.03339536747	0.1291512964
107	0.03339070281	0.1291297788
108	0.03338275848	0.1290965188
109	0.03337150935	0.1290504888
110	0.03336277668	0.1289850444
111	0.03335164753	0.1289567741
112	0.03334303424	0.1289169376
113	0.03333474936	0.1288849709
114	0.03330054147	0.1287822075
115	0.03329078039	0.1287420338
116	0.03327703033	0.1286900629
117	0.03327075598	0.1286706149
118	0.0332666404	0.1286581836
119	0.03325643705	0.1286256841
120	0.03325607483	0.1286249543
121	0.03324522545	0.1285726701
122	0.0332364717	0.1285393778
123	0.03323241638	0.1285226853
124	0.03320696067	0.1284388922
125	0.03320326201	0.1284281808
126	0.03319206256	0.128385667
127	0.03319044763	0.1283775779
128	0.03317893647	0.1283405744
129	0.03317597987	0.128324084
130	0.03316497147	0.1282765077
131	0.03315798319	0.1282527426
132	0.03315113675	0.1282220955
133	0.03314456653	0.1282046578
134	0.03313417664	0.1281723017
135	0.03312413732	0.1281398077
136	0.03311998645	0.128121296
137	0.03309378502	0.1280413315
138	0.03309095477	0.1280291705
139	0.03308529104	0.1280120883
140	0.03307719803	0.1279871104
141	0.03306575454	0.1279446135
142	0.03305717368	0.1279068035
143	0.03304916492	0.1278756254
144	0.03304206641	0.1278557536
145	0.03303832656	0.1278403368
146	0.03303077049	0.127814447
147	0.03300278388	0.1277259916
148	0.03299512388	0.12769598
149	0.03298191974	0.1276439924
150	0.03297861659	0.1276309542
151	0.03296883596	0.12759767
152	0.03296423488	0.1275826241
153	0.0329538875	0.1275397565
154	0.03294701057	0.1275205679
155	0.03294041649	0.1274939033
156	0.03293498719	0.1274708699
157	0.03291951155	0.1274252322
158	0.03290800466	0.1273624008
159	0.03290094943	0.1273445044
160	0.03289655856	0.1273294099
161	0.03288674014	0.1272901428
162	0.03287789587	0.1272588454
163	0.03287065054	0.1272364757
164	0.0328605178	0.1272067271
165	0.03285394545	0.1271816101
166	0.03284883065	0.1271632216
167	0.03284625534	0.1271530423
168	0.03284187337	0.1271402765
169	0.03283859711	0.1271294278
170	0.03283212957	0.127102146
171	0.03281996539	0.1270560978
172	0.03280974031	0.1270197572
173	0.03280807223	0.12701338
174	0.03280136525	0.1269934402
175	0.03278549744	0.126937858
176	0.03278160053	0.1269261738
177	0.03277833341	0.1269158868
178	0.03276402951	0.1268778214
179	0.03276000179	0.1268653132
180	0.03274943638	0.1268275714
181	0.03274029707	0.126798925
182	0.03273354588	0.1267746255
183	0.03272966273	0.1267604742
184	0.03271988665	0.1267273687
185	0.03271553271	0.1267091395
186	0.03270512532	0.1266757634
187	0.03269661244	0.1266352229
188	0.03268465815	0.1265992413
189	0.03268134654	0.1265725565
190	0.03267081987	0.1265418184
191	0.03266266295	0.1265141575
192	0.03265702937	0.1264941536
193	0.032651603	0.1264753059
194	0.0326493408	0.1264664623
195	0.03264515988	0.1264524903
196	0.03263715691	0.1264244557
197	0.03263458664	0.1264147822
198	0.03262900658	0.1263964701
199	0.03262114779	0.1263699565
200	0.03261678359	0.1263539033
201	0.03260610921	0.1263142168
202	0.03260306617	0.1263039327
203	0.0325946831	0.1262769254
204	0.03258937426	0.1262570566
205	0.03258356434	0.126239355
206	0.03257976315	0.1262228219
207	0.03256966658	0.1261911118
208	0.03256188692	0.1261671374
209	0.03255853473	0.126156886
210	0.03255446361	0.1261441182
211	0.03254678148	0.1261086292
212	0.03253846817	0.1260834911
213	0.03253191868	0.1260614127
214	0.03252125177	0.1260316045
215	0.03251505616	0.126013113
216	0.03250846072	0.125990529
217	0.03250474127	0.1259798988
218	0.03249980351	0.1259660285
219	0.03249003573	0.1259227511
220	0.03248765165	0.1259145645
221	0.0324847322	0.1259055907
222	0.03247608411	0.1258663938
223	0.03246966354	0.1258432011
224	0.03246841535	0.125839203
225	0.0324631383	0.1258207709
226	0.03245438583	0.1257840507
227	0.03244942083	0.125770315
228	0.03244478825	0.1257554472
229	0.03244181165	0.1257450109
230	0.03243364605	0.1257177045
231	0.03242508114	0.1256936936
232	0.03242174015	0.1256828361
233	0.03241835826	0.1256731405
234	0.0324109676	0.1256463458
235	0.03240396293	0.1256240135
236	0.03239567392	0.1255973766
237	0.03239077906	0.1255822167
238	0.03238864007	0.1255763682
239	0.03238369554	0.1255597844
240	0.03237720076	0.1255371301
241	0.03237063672	0.1254960855
242	0.03236598641	0.1254801053
243	0.03236376784	0.1254682816
244	0.03235990817	0.1254564121
245	0.03235467451	0.1254337448
246	0.03234460862	0.1254027702
247	0.03234063896	0.1253891726
248	0.03233375811	0.1253656146
249	0.0323321733	0.1253598708
250	0.03232477126	0.1253342927
251	0.032319673	0.1253181702
252	0.03231546739	0.1253070891
253	0.0323062717	0.1252763991
254	0.03229654002	0.1252475056
255	0.03229226319	0.1252350371
256	0.03228335486	0.1252086046
257	0.03228064853	0.1252001927
258	0.0322753044	0.1251827037
259	0.03226954101	0.1251613741
260	0.03226403077	0.1251413112
261	0.03225573973	0.1251140632
262	0.03225042916	0.125095731
263	0.03224463825	0.1250776473
264	0.03224097448	0.1250654088
265	0.03222923491	0.1250215545
266	0.03221942431	0.124995415
267	0.0322128069	0.1249693839
268	0.03220940858	0.1249586846
269	0.03220544774	0.1249420928
270	0.03219973566	0.1249230496
271	0.03218949939	0.1248907876
272	0.03218269896	0.1248713841
273	0.03217503043	0.124838635
274	0.03216875553	0.1248111324
275	0.0321629915	0.1247895051
276	0.03215996197	0.1247799158
277	0.03215520233	0.1247621813
278	0.03214823431	0.1247392085
279	0.0321402719	0.124710828
280	0.03213396715	0.1246861146
281	0.03213360906	0.1246838326
282	0.03213021239	0.1246687498
283	0.03212279075	0.1246456004
284	0.03211618643	0.1246215006
285	0.0321104883	0.1246039847
286	0.03210686611	0.1245812007
287	0.03210273128	0.1245652407
288	0.0321018952	0.124562615
289	0.03209240672	0.1245324878
290	0.0320889851	0.1245231143
291	0.0320866571	0.1245162408
292	0.03208201353	0.1245051327
293	0.03207532694	0.1244846971
294	0.03206847996	0.1244411236
295	0.03206219778	0.1244114348
296	0.03205890396	0.1244017984
297	0.03205601153	0.1243927063
298	0.03205034837	0.1243753725
299	0.03204640252	0.1243622308
300	0.0320429831	0.1243406667
301	0.03203770896	0.124323983
302	0.03203428363	0.1243121554
303	0.03203282528	0.1243070978
304	0.03202993387	0.1242973723
305	0.03202670731	0.1242863246
306	0.03202243381	0.124272246
307	0.03201478671	0.1242515247
308	0.03201108268	0.1242380495
309	0.03200376184	0.1242111255
310	0.03199899535	0.1241945034
311	0.03199369419	0.124178698
312	0.03198504872	0.1241520717
313	0.03197941693	0.1241288774
314	0.03197429932	0.1241135887
315	0.03196967399	0.124099298
316	0.03196406751	0.1240814999
317	0.03195933472	0.1240682847
318	0.03195425354	0.1240514441
319	0.03195252759	0.1240456535
320	0.03194666606	0.1240278504
321	0.03193603754	0.1239958415
322	0.03193199429	0.1239828879
323	0.0319222224	0.1239470332
324	0.0319163387	0.1239309369
325	0.03190833359	0.1239001587
326	0.03189947434	0.1238764512
327	0.03188942949	0.1238459551
328	0.03188095457	0.1238212895
329	0.03187945973	0.1238148326
330	0.03187800309	0.1238097559
331	0.03187392256	0.1237910751
332	0.03186707355	0.1237597609
333	0.03186012595	0.1237326388
334	0.03185905967	0.1237300589
335	0.03185081853	0.1237046589
336	0.03184889599	0.123697289
337	0.03184133636	0.1236737251
338	0.0318339037	0.1236463293
339	0.03183054006	0.1236278308
340	0.03182741083	0.123613422
341	0.03181912434	0.123588132
342	0.03181612442	0.1235785171
343	0.03181529434	0.1235759183
344	0.03181308972	0.1235681001
345	0.03180431029	0.1235462351
346	0.03180124651	0.1235339751
347	0.03179438461	0.1235075229
348	0.03179080713	0.1234889155
349	0.03178922021	0.1234840487
350	0.03178291065	0.1234649618
351	0.0317778001	0.1234431806
352	0.03177352891	0.123429229
353	0.03177060954	0.1234173134
354	0.0317687478	0.1234110137
355	0.03176517141	0.1233992428
356	0.03176418134	0.1233953547
357	0.03175935809	0.1233764564
358	0.03175475169	0.1233605013
359	0.03175224597	0.1233525747
360	0.0317496211	0.1233451531
361	0.03174201548	0.1233228193
362	0.0317365786	0.1233041991
363	0.03173357659	0.1232937544
364	0.0317264223	0.1232674664
365	0.03172360894	0.1232584197
366	0.03171621215	0.1232379103
367	0.03171129955	0.1232222589
368	0.0317066292	0.1232002936
369	0.03170101528	0.1231745934
370	0.03169949233	0.1231701782
371	0.0316919612	0.1231462849
372	0.03168974613	0.1231387654
373	0.03168682229	0.1231298897
374	0.03168450906	0.1231224538
375	0.03168158483	0.1231125383
376	0.03167832623	0.1231033304
377	0.03167408795	0.123086969
378	0.03167108343	0.1230776773
379	0.03166702489	0.1230643078
380	0.03166097204	0.1230445324
381	0.03165727306	0.1230326874
382	0.03165250114	0.1230209271
383	0.03164287019	0.1229914177
384	0.03163481797	0.1229675602
385	0.0316245216	0.1229345242
386	0.03161606794	0.1229067301
387	0.03160670939	0.1228753
388	0.03160367256	0.1228678061
389	0.03159526587	0.1228406903
390	0.03158642534	0.1228120828
391	0.03158279908	0.1228020438
392	0.03157670335	0.1227813597
393	0.03156883493	0.1227506407
394	0.03156059826	0.1227240311
395	0.03155418445	0.1227032085
396	0.03155220101	0.1226977198
397	0.03154349481	0.1226728098
398	0.03153762823	0.1226553281
399	0.03153551361	0.1226497295
400	0.03152999933	0.1226318546
401	0.03152745402	0.1226231385
402	0.03152045484	0.1226022249
403	0.03151927816	0.122597546
404	0.03151122964	0.1225724879
405	0.03150933786	0.1225597155
406	0.03150393724	0.1225367861
407	0.03149636303	0.1225151328
408	0.03148828083	0.1224893432
409	0.0314858295	0.1224819799
410	0.03147907386	0.1224613048
411	0.03147660585	0.122453345
412	0.03146952794	0.1224277948
413	0.03146785478	0.1224229315
414	0.03146491345	0.122413688
415	0.03145460372	0.1223815386
416	0.03144799386	0.1223584283
417	0.03144311483	0.1223404823
418	0.03144062438	0.1223314989
419	0.03143880658	0.1223269263
420	0.03142388315	0.1222817639
421	0.03142044561	0.1222724661
422	0.03141509125	0.122256439
423	0.03141090984	0.1222298859
424	0.03140456788	0.1222109907
425	0.03140186523	0.1222021808
426	0.03139794245	0.1221891441
427	0.03139070365	0.1221636203
428	0.03138596346	0.1221465698
429	0.03138054967	0.1221288699
430	0.0313765376	0.1221165316
431	0.03137118341	0.122102903
432	0.03137004955	0.1220983862
433	0.03136975267	0.1220973231
434	0.03136583348	0.1220859905
435	0.0313595199	0.1220661276
436	0.03135513428	0.1220523895
437	0.03135104368	0.1220331296
438	0.03134753298	0.1220223331
439	0.03134237201	0.122008182
440	0.03133812588	0.1219966357
441	0.03133204156	0.1219809773
442	0.03133082412	0.1219766557
443	0.03132109647	0.1219501937
444	0.03131339518	0.1219249625
445	0.03130799549	0.1219092988
446	0.03130298425	0.1218791855
447	0.03129994047	0.1218703091
448	0.03129412863	0.1218489003
449	0.03129368932	0.1218472726
450	0.03129277766	0.1218432169
451	0.03128789738	0.1218290796
452	0.03128346413	0.121812917
453	0.03127829993	0.1217976364
454	0.0312762534	0.1217895976
455	0.03126989487	0.1217715963
456	0.03126577719	0.1217603322
457	0.03126076251	0.1217383585
458	0.03125905698	0.1217330886
459	0.03125649275	0.1217249108
460	0.03125503564	0.1217205194
461	0.03124906727	0.1216982254
462	0.03124401832	0.1216791273
463	0.03124195558	0.1216736527
464	0.03123507215	0.1216505499
465	0.03123051459	0.1216372998
466	0.03122571317	0.1216217847
467	0.03122102174	0.1216059994
468	0.03121637996	0.1215894081
469	0.03121402023	0.1215823807
470	0.03121251367	0.1215769968
471	0.0312100924	0.1215696547
472	0.03120831025	0.1215636701
473	0.03120669416	0.1215584795
474	0.03120012308	0.1215407397
475	0.03119731823	0.121531699
476	0.03119561147	0.1215266085
477	0.03119016186	0.1215080276
478	0.03118372068	0.1214889721
479	0.03117551478	0.121454412
480	0.03117270553	0.1214474239
481	0.03116643676	0.1214249328
482	0.03115747994	0.1213962072
483	0.03115308365	0.1213821432
484	0.03114823046	0.1213658815
485	0.03114344426	0.1213437865
486	0.03113867126	0.1213286797
487	0.03113622529	0.121319551
488	0.03113284259	0.1213101686
489	0.03112985848	0.1213022295
490	0.03112317624	0.1212761098
491	0.03111732447	0.1212566375
492	0.03111124644	0.1212354914
493	0.03110868641	0.121222388
494	0.03110530577	0.1212122381
495	0.03110145381	0.1211989277
496	0.03110052017	0.1211962002
497	0.03109535417	0.1211793631
498	0.03108930721	0.1211575332
499	0.03108367011	0.121140874
